budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
0,,,2.79,,,10/16/2015,0,94,All Things Must Pass,7,33
58000000,,,12.37,,,8/5/2015,158162788,103,Goosebumps,6.2,1022
0,,,1.35,,,10/14/2015,0,85,A Ballerina's Tale,6,18
0,,,1.26,,,6/24/2015,0,130,Northern Limit Line,5.7,11
0,,,0.07,,,5/29/2015,0,87,Sunset Edge,0,0
190000,,,4.9,,,10/20/2015,0,95,Back in Time,6.1,116
0,,,9.23,,,12/11/2015,0,106,The Girl King,6.4,37
1000000,,,2.13,,,3/11/2016,0,97,Creative Control,5.4,26
0,,,0.4,,,1/17/2014,0,112,Sweet Alibis,6,1
0,,,0.86,,,1/24/2014,0,120,Genome Hazard,7.2,11
0,,,1.05,,,10/19/2006,0,100,Gangster High,6.2,13
0,,,1,,,3/12/2015,0,102,The Deal,5.7,10
0,,,0.07,,,10/10/2015,0,94,Zombie Ninjas vs Black Ops,0,0
0,,,2.28,,,10/16/2015,0,91,The Wicked Within,4.2,26
0,,,0.04,,,5/9/1947,0,72,Hi-De-Ho,6,1
0,,,1.86,,,11/22/2013,0,100,The Christmas ndle,5.8,8
0,,,4.78,,,3/16/2015,106498,93,The Measure of a Man,6.2,107
0,,,0.56,,,4/28/2016,0,109,A Month of Sundays,6,4
0,,,1.14,,,10/20/2014,0,120,Gloria,6.2,14
0,,,1.7,,,7/9/2013,0,93,Marius,6.2,31
0,,,5.91,,,3/21/2013,0,105,Windstorm,7.1,60
0,,,0.49,,,7/25/1940,0,72,Blondie Has Servant Trouble,7.7,3
0,,,1.22,,,7/19/2014,0,91,Algorithm,5.4,10
0,,,0.04,,,1/1/2010,0,117,Freedom Riders,5,1
0,,,1.67,,,6/28/1993,0,89,Lifepod,4.9,7
0,,,0.38,,,2/10/2011,0,1,My Grandpa the Bankrobber,6.5,2
0,,,1.42,,,5/9/2013,0,95,Wither,5.5,19
0,,,0.97,,,9/10/2012,0,81,No Place on Earth,7.5,10
200000,,,0.56,,,11/1/2012,486937,100,Rita's Last Fairy Tale,7.4,8
0,,,1.56,,,5/15/2016,0,30,The Floorwalker,6.3,21
0,,,0.24,,,4/10/2015,0,129,Religion In Crisis,6.3,6
0,,,0.01,,,1/1/1975,0,155,Chupke Chupke,7.5,10
16000000,,,1.88,,,1/4/2015,0,170,I,6.8,27
0,,,4.02,,,7/10/2016,0,24,The Vagabond,6.3,25
0,,,0.82,,,1/1/1989,0,92,Gunhed,5.5,4
0,,,2.39,,,9/4/2016,0,34,The Count,6.1,13
0,,,1.75,,,10/2/2016,0,32,The Pawnshop,6.4,17
0,,,7.63,,,9/12/2015,0,112,Miss You Already,7.3,232
0,,,1.35,,,6/5/2015,0,94,The Cokeville Miracle,4.5,20
0,,,0.28,,,9/20/2013,0,90,Tales From The Dark 2,5.7,6
0,,,3.52,,,2/18/2009,0,99,Now & Later,4.7,12
0,,,5.5,,,1/1/2011,0,164,The Witches of Oz,4.3,17
0,,,1.39,,,1/9/2015,0,81,Dark Summer,4.1,34
1200000,,,0.43,,,1/1/2009,0,0,The Shift,6.3,4
0,,,2.5,,,8/12/2015,0,99,Unity,8.4,10
12000000,,,7.61,,,9/11/2015,60273173,100,The Perfect Guy,5.6,162
15000000,,,10.39,,,10/22/2015,3020664,100,Rock the Kasbah,5.2,102
0,,,1.24,,,1/1/1978,0,102,The Mafu ge,6,2
0,,,0.01,,,9/11/2005,0,88,Whiskey School,0,0
0,,,0.44,,,2/14/2003,0,95,Lost Junction,5.3,2
0,,,1.71,,,9/15/1989,337812,95,Night Game,3.6,8
0,,,0.41,,,5/1/1958,0,77,Edge of Fury,5.3,3
0,,,8.52,,,10/30/2015,70958,92,Freaks of Nature,5.7,146
0,,,0.87,,,10/15/2015,0,102,unINDIAN,5.8,5
0,,,1.53,,,6/2/2015,33508,89,The Treasure,7.3,14
0,,,0,,,10/16/1939,0,100,Sighs of Spain,0,0
0,,,0.08,,,10/27/2008,0,73,Milton Glaser: To Inform & Delight,6.8,2
0,,,0.29,,,3/31/2015,0,90,Housekeeping,7,1
0,,,1.15,,,10/2/2015,0,98,Gravy,5.9,21
5000000,,,0.22,,,1/21/2006,0,117,The Professor and His Beloved Equation,6.8,6
500000,,,0.53,,,9/1/2015,0,84,Bikini Model Ademy,4,5
5000000,,,2.18,,,10/19/2015,0,94,Badge of Honor,5.5,10
2000000,,,1.04,,,8/21/2015,0,89,The Curse of Downers Grove,4.3,25
0,,,0.75,,,4/8/2015,0,113,Freetown,6.5,4
20000000,,,7.9,,,8/1/2015,133332,96,Momentum,5.9,168
0,,,5.78,,,10/16/2015,0,90,Tales of Halloween,5.4,115
0,,,0.57,,,10/20/2015,0,88,Death Valley,4,3
0,,,0.44,,,9/3/2005,0,107,Summer Time Machine Blues,6.9,11
0,,,0.32,,,9/27/1947,0,89,The Ball at the Anjo House,5,1
0,,,0.1,,,4/28/2015,0,56,The Day the '60s Died,7.5,2
0,,,1.53,,,11/30/2011,0,98,"Alfie, the Little Werewolf",5.3,6
0,,,4.82,,,3/16/2015,0,86,The Diabolil,4.3,75
1379375,,,2.21,,,1/22/2015,105097,108,Aferim!,7.5,28
2500000,,,0.67,,,11/20/2009,0,113,House of Boys,5.3,10
0,,,0.04,,,4/9/1937,0,85,The Soldier and the Lady,0,0
0,,,0.1,,,12/31/1969,0,67,A Time For Dying,6.5,2
0,,,0.14,,,5/24/1952,0,83,The Red Ball Express,6,1
0,,,0.33,,,3/19/1950,0,76,Killer Shark,5,1
0,,,0.22,,,9/13/1948,0,62,Behind Locked Doors,6,3
0,,,0.05,,,5/19/1948,0,66,Assigned to Danger,5,1
0,,,0.65,,,11/16/1944,0,66,The Missing Juror,6,2
0,,,0.36,,,10/26/1933,0,72,The Tunnel,6.5,2
0,,,0.43,,,8/24/1936,0,68,The Beloved Vagabond,0,0
0,,,0.35,,,10/26/1951,3550000,113,The Blue Veil,6.5,2
0,,,1.83,,,1/19/2014,0,90,War Story,4.7,8
0,,,0.07,,,11/24/1977,0,95,Could It Happen Here?,0,0
0,,,0,,,1/1/1980,0,44,God's Angry Man,5,4
0,,,0.7,,,8/1/1943,0,88,Behind the Rising Sun,6,2
0,,,0.43,,,6/9/1945,0,92,Pillow to Post,6.5,3
0,,,0.06,,,9/22/1969,0,119,Taste of Vengeance,0,0
0,,,0,,,1/3/1970,0,100,Overrun!,6.5,2
0,,,0.01,,,12/22/1972,0,102,Alleluja & Sartana Are Sons... Sons of God,0,0
0,,,0.09,,,10/11/1975,0,91,A Virgin in the Family,0,0
0,,,0.09,,,5/25/1978,0,95,Skin 'em Alive,0,0
0,,,0.07,,,2/23/1984,0,90,Rolf,5,2
0,,,1.16,,,10/17/2015,0,90,They Found Hell,5.1,22
0,,,0.95,,,11/27/1973,0,100,"Anna: the Pleasure, the Torment",5.3,3
0,,,1,,,2/22/1951,0,83,Under the Gun,6.3,3
0,,,0.31,,,5/1/1959,0,89,The Young Land,7,2
2000000,,,6.96,,,2/20/2015,0,100,1944,6.8,32
0,,,1.27,,,8/17/2001,0,104,Double Bang,4.1,4
0,,,0.39,,,10/12/2011,0,86,Taking Chances,7.3,3
0,,,1.02,,,12/4/2005,0,186,Pope John Paul II,4.8,4
0,,,1.2,,,5/25/2012,30655,88,Hide Away,4.7,5
0,,,0.55,,,5/20/2009,0,91,Nymph,6.9,7
0,,,1.79,,,8/18/2009,0,90,Sex Pot,2.7,16
0,,,0.25,,,9/7/1961,0,128,El analfabeto,5.2,3
0,,,0.94,,,10/9/1957,0,101,El bolero de Raquel,5.5,9
0,,,0.5,,,4/4/2009,0,108,Official Rejection,2.5,2
0,,,1.68,,,5/10/2013,0,111,Go Goa Gone,5.9,28
0,,,0.25,,,9/25/2003,0,94,The Wannabes,0,0
0,,,1.14,,,9/6/2013,0,104,Money for Nothing: Inside the Federal Reserve,6.7,7
0,,,1.3,,,3/28/1984,0,95,The Vultures,6.2,13
0,,,0.52,,,5/13/2005,0,83,Forest of the Damned,2.5,6
0,,,0.45,,,9/30/2014,0,100,Aanmodderfakker,6.4,12
0,,,0.49,,,8/27/1999,0,0,The Collectors,4,2
0,,,0.51,,,3/16/2006,0,71,9/11: The Falling Man,7.3,5
0,,,0.17,,,1/18/2010,0,72,Škola princů,7,1
0,,,0.08,,,8/26/1953,0,91,Pünktchen und Anton,6,2
0,,,1.53,,,10/14/2015,0,84,Phantom Boy,7.4,9
0,,,2.99,,,5/21/2015,0,114,Les Cowboys,6.3,38
0,,,0.74,,,9/21/2006,3214998,98,Alive,4.6,5
0,,,0.07,,,10/16/2015,0,80,Master and Tatyana,9,1
0,,,4.35,,,8/16/2012,0,90,The Best of Men,6.7,9
0,,,0.17,,,1/1/1968,0,28,The Sixth Face of the Pentagon,6,3
0,,,0.15,,,9/1/1999,0,8,E-clip-se,5.3,3
1800000,,,10.48,,,10/23/2015,0,132,Bone Tomahawk,6.6,511
10000000,,,9.19,,,10/21/2015,78096553,88,Paranormal Activity: The Ghost Dimension,5,435
1,,,1.12,,,10/16/2015,0,159,Pyaar Ka Punchnama 2,7.7,14
0,,,0.82,,,4/21/2011,0,100,A Chinese Ghost Story,5.5,13
110000,,,0.01,,,2/26/2008,0,72,Imagination,0,0
0,,,0.04,,,11/12/2010,0,73,The Edge of Dreaming,5,1
3910000,,,1.71,,,4/26/2006,0,95,The Chinese Botanist's Daughters,6.2,16
0,,,0.03,,,12/9/1979,0,95,The Secret Life of Plants,8,1
0,,,0.34,,,2/23/1974,0,85,The Loreley's Grasp,5.1,7
0,,,0.28,,,3/3/1975,0,90,Demon Witch Child,0,0
0,,,0,,,12/16/1974,0,94,Night of the Sorcerers,0,0
0,,,2.01,,,1/1/1975,0,89,Night of the Seagulls,5.5,8
0,,,0.09,,,12/31/1984,0,91,The Sea Serpent,0,0
0,,,1.13,,,1/1/1969,0,104,The House That Screamed,7,13
12796917,,,2.04,,,8/21/2015,0,93,Blinky Bill the Movie,5,6
0,,,0.1,,,11/8/2014,0,102,N: The Madness Of Reason,7.5,2
0,,,0.31,,,9/12/2014,0,110,A Nightingale Falling,6.8,3
5000000,,,5.39,,,10/22/2015,2333684,119,Jem and the Holograms,5.4,132
25000000,,,8.38,,,8/6/2015,24902723,120,The 33,6,386
0,,,1.11,,,9/9/2015,0,106,Blood of My Blood,5.8,13
0,,,1.08,,,9/30/2015,0,128,Journey to the Shore,6.7,13
0,,,0.29,,,3/8/2014,0,102,Patrick's Day,7,2
0,,,0.52,,,2/8/2003,0,89,Devotion,5.5,2
0,,,0.33,,,6/16/2014,0,89,Self Made,5,1
0,,,0.16,,,1/1/2006,0,119,The Genius Club,2.5,2
0,,,0.16,,,5/7/2011,0,126,Peak: The Rescuers,4.7,3
0,,,0.02,,,5/29/2010,0,130,Railways,0,0
1150000,,,0.9,,,12/25/2011,0,96,The Watermen,3.3,14
0,,,1.96,,,1/29/2010,0,84,Ao: The Last Hunter,6.5,16
0,,,0.05,,,2/11/2014,0,118,Homeland,5,1
0,,,6.41,,,8/22/2013,0,84,Ghost Shark,4.2,33
0,,,2.5,,,3/28/2013,0,111,Pee Mak Phrakanong,7.3,37
0,,,0,,,4/16/2005,0,50,Le Rossignol,0,0
7000000,,,9.39,,,10/14/2015,0,130,Suburra,7.4,296
0,,,1.81,,,10/17/2015,0,57,Amy Schumer: Live at the Apollo,6.9,22
0,,,3.78,,,2/26/2016,0,80,They Look Like People,6.1,53
0,,,0.26,,,12/2/2006,0,84,The Christmas rd,4.5,6
0,,,0.04,,,5/29/1983,0,75,Big Bird in China,8,1
0,,,0.63,,,4/12/2001,10000000,0,Revelation,2.9,9
0,,,2.1,,,10/23/2015,0,73,Extraordinary Tales,6.1,29
0,,,3.11,,,12/12/2014,0,78,The Snow Queen 2: Refreeze,5.3,20
0,,,2.96,,,8/6/2014,0,85,Colt 45,5.5,63
0,,,1.68,,,10/16/2015,0,82,SuperBob,5.7,25
15000000,,,2.4,,,3/23/1997,0,190,David,8.2,11
0,,,0.05,,,12/6/2003,0,120,Word of Honor,7,1
0,,,6.84,,,10/1/2015,0,89,Howl,5,133
0,,,2.53,,,10/7/2015,0,76,Barbie & Her Sisters in the Great Puppy Adventure,5.9,16
0,,,1,,,4/22/2001,0,0,Varian's War,5.5,2
0,,,1.45,,,3/16/1986,0,313,If Tomorrow Comes,6.5,6
0,,,0.31,,,3/15/2009,0,96,From Mexico With Love,9,1
0,,,0.79,,,10/2/2014,0,100,Liz in September,6.6,5
0,,,0.05,,,1/2/1982,0,86,Losing Ground,7.3,4
0,,,0.01,,,10/31/1989,0,45,Looking for Langston,5,1
0,,,0.41,,,1/1/1947,0,14,Fireworks,6.1,11
0,,,0.31,,,9/7/2008,0,93,Pedro,8,1
0,,,0.08,,,6/22/1998,264,102,Hard,5.5,2
0,,,0.35,,,4/25/2015,0,91,Sugar Coated,7.4,9
0,,,0.14,,,11/29/1996,0,0,Monopol,5.6,4
0,,,0.31,,,3/7/2014,0,103,Silsile,5.5,2
0,,,0.78,,,3/11/2011,0,0,Bir Avuç Deniz,0,0
0,,,0.45,,,1/1/2009,0,0,Gecenin Kanatları,3.3,3
0,,,0.01,,,11/11/2011,0,0,Beni Unutma,0,0
0,,,1.08,,,10/25/2013,0,100,Benim Dünyam,7.9,16
0,,,1.31,,,2/21/2013,0,138,The Butterfly's Dream,7.6,18
2240000,,,6.76,,,10/1/2015,0,116,Fathers and Daughters,7.2,262
0,,,4.96,,,8/31/2015,0,86,Curve,4.5,72
0,,,0.15,,,5/17/2002,0,87,Night At The Golden Eagle,5,4
0,,,7.7,,,7/30/2002,0,95,K-9: P.I.,5.6,35
11930000,,,7.96,,,10/1/2015,18340000,118,The Dressmaker,6.9,419
0,,,0.53,,,2/12/2004,0,94,The Perfect Husband,4,3
0,,,9.4,,,10/11/2007,0,89,Sharpshooter,4.5,11
1500000,,,7.3,,,5/11/2007,0,92,Half Past Dead 2,5.6,9
0,,,0.65,,,8/8/2001,0,114,Ripper: Letter from Hell,5,10
0,,,1.74,,,12/24/1937,0,9,Lonesome Ghosts,6.1,17
27878,,,1.32,,,4/14/1934,0,9,The Big Bad Wolf,6.3,10
0,,,1.52,,,5/19/1934,0,8,Gulliver Mickey,5.4,7
0,,,0.86,,,4/8/1933,0,8,Ye Olden Days,4.6,8
0,,,0.49,,,12/17/1932,0,7,Mickey's Good Deed,5.8,10
16855,,,1.68,,,11/19/1932,0,7,Babes in the Woods,5.9,7
15887,,,0.95,,,7/30/1932,0,8,Flowers and Trees,6.9,16
0,,,0.83,,,12/9/1931,0,7,Mickey's Orphans,4.8,6
0,,,0.64,,,4/18/1936,0,9,Three Little Wolves,7.3,10
33500,,,0.52,,,5/15/1937,0,9,Little Hiawatha,6.1,7
0,,,0.58,,,2/6/1937,0,8,Magician Mickey,6.4,8
0,,,0.5,,,7/25/1936,0,10,Alpine Climbers,5.3,9
0,,,0.93,,,5/30/1936,0,9,Thru the Mirror,5.9,11
0,,,0.55,,,1/4/1936,0,8,Mickey's Polo Team,8,7
25771,,,0.75,,,10/26/1935,0,9,Three Orphan Kittens,6.8,12
0,,,0.91,,,8/31/1935,0,7,Pluto's Judgement Day,6.3,9
27715,,,0.43,,,6/28/1935,0,8,Who Killed Cock Robin?,7.3,5
31386,,,1.42,,,7/14/1934,0,9,The Flying Mouse,3.9,7
0,,,1.85,,,1/21/1933,0,7,The Mad Doctor,7.5,12
0,,,1.06,,,1/7/1933,0,7,Building a Building,6.2,6
0,,,2.28,,,11/8/2008,0,90,The Forgotten Ones,3.8,17
0,,,0.94,,,6/24/1953,0,83,Arena,4.7,3
0,,,4.82,,,4/14/2004,0,76,Balto III: Wings of Change,6.6,71
0,,,0.74,,,1/1/2010,0,90,Bear,3.5,4
0,,,0.58,,,1/1/2008,0,90,Bigfoot,5.1,7
0,,,0.07,,,10/21/1970,0,84,Bigfoot,3.2,5
0,,,0.01,,,6/7/1970,0,96,Crescendo,5.7,5
4700000,,,1.11,,,6/8/2012,0,87,Million Dollar Crocodile,5,11
0,,,5.58,,,4/29/2014,0,100,Deep in the Darkness,4.7,29
1800000,,,0.48,,,2/3/2012,0,101,Dysfunctional Friends,5,4
0,,,0.22,,,1/1/2011,0,80,Films of Fury: The Kung Fu Movie Movie,5.9,6
0,,,0.73,,,10/14/1949,0,120,Give Us This Day,6.4,5
0,,,0,,,11/28/1995,0,89,Mommy,0,0
0,,,0.15,,,1/1/1984,0,84,Monster Dog,4.6,4
3500000,,,3.24,,,6/4/2010,0,90,Needle,4.9,18
0,,,0.98,,,9/18/2014,0,106,Nowitzki: The Perfect Shot,6.8,25
0,,,1.7,,,9/21/2000,0,100,Octopus,3.5,16
0,,,8.65,,,4/17/2015,0,84,Safelight,6.3,35
0,,,0.4,,,12/30/1996,0,94,Sci-fighters,4.5,3
0,,,0.84,,,11/8/1991,7683267,84,Strictly Business,5.6,7
0,,,0.83,,,11/26/1970,0,90,The Chinese Boxer,6.9,8
0,,,1.4,,,1/11/2009,0,94,The Diplomat,3.4,4
0,,,1.17,,,10/23/2015,0,101,The Sound And The Fury,4.4,6
0,,,0.06,,,3/20/2028,0,87,The Trail of '98,5,1
0,,,0.27,,,11/8/2006,0,92,Twice Upon a Time,7.8,4
0,,,0.49,,,1/1/1944,0,102,Uncertain Glory,5.8,4
0,,,0.41,,,1/26/1966,0,110,Where the Spies Are,4.3,2
0,,,0.78,,,10/3/2014,0,81,Why Horror?,6.5,6
0,,,2.44,,,11/5/2015,0,100,Now Add Honey,5.3,9
0,,,1.63,,,1/15/1964,0,98,Yearning,8.2,6
0,,,1.38,,,7/21/2009,0,111,Balibo,6.7,15
0,,,0.45,,,5/14/1987,0,87,Body Count,5,3
0,,,0.82,,,3/23/1979,0,96,The Concorde Affair,7.5,7
0,,,0.02,,,10/4/2014,0,70,The Crow's Nest,0,0
0,,,2.62,,,10/5/2014,0,83,Berkshire County,5.3,26
0,,,2.68,,,10/9/2012,0,92,Johan Falk: De 107 patrioterna,6.8,10
0,,,0.37,,,8/13/2001,0,92,The Triangle,3.1,9
0,,,12.64,,,10/2/2014,0,119,The Absent One,7,153
0,,,1.17,,,10/27/2015,0,94,Forever,6.1,6
0,,,2.25,,,5/4/2012,0,99,Artificial Paradises,6.6,39
0,,,0.75,,,4/5/1957,0,85,Lust of the Vampire,6.8,13
0,,,0.81,,,12/7/1961,0,90,Erik the Conqueror,5.3,5
0,,,0.2,,,4/15/1972,0,83,Four Times That Night,5.4,4
0,,,1.25,,,4/2/1975,0,92,The House of Exorcism,4.5,2
0,,,0.21,,,5/30/1966,0,85,Knives of the Avenger,5.5,3
0,,,0.66,,,3/18/1966,0,0,Gunman lled Nebraska,5,1
0,,,0.75,,,10/24/1964,0,90,The Road to Fort Alamo,5.3,2
0,,,0.49,,,4/13/1969,0,125,One Night at Dinner,6.5,2
15000000,,,7.36,,,10/27/2015,8235661,124,Trumbo,7.3,507
0,,,0.2,,,4/10/1964,0,90,Panic Button,4.5,2
0,,,0.16,,,5/18/1967,0,0,Two Sons of Ringo,5.3,2
0,,,0.12,,,8/4/1968,0,0,The Moment to Kill,5.5,2
0,,,0.05,,,4/8/1971,0,94,Deep West,5,2
0,,,0.95,,,9/23/1971,0,94,A Bullet for a Stranger,5,1
0,,,0,,,8/30/1972,0,83,The Return of Halleluja,0,0
0,,,0.05,,,1/18/1973,0,93,"Holy God, Here Comes the Passatore!",0,0
0,,,0.52,,,5/3/1973,0,87,In the West There Was a Man Named Invincible,8,1
0,,,0,,,4/27/1974,0,93,The Crazy Bunch,0,0
0,,,0.72,,,8/14/1974,0,85,Poker In Bed,5,4
0,,,0.68,,,8/13/1983,606694,90,Exterminators of the Year 3000,6,2
0,,,6.56,,,10/29/2013,0,82,All Hallows' Eve,4.8,50
0,,,0.17,,,7/4/1983,0,134,Great Transport,10,2
0,,,1.02,,,7/11/1979,0,106,City on Fire,7,5
0,,,1.53,,,5/12/1978,0,107,The Greek Tycoon,6.7,11
0,,,0,,,9/3/1964,0,92,The Comedy Man,0,0
0,,,1.23,,,1/1/2005,0,49,Haze,6.4,26
0,,,1.8,,,2/6/1998,0,87,Billboard Dad,5.4,28
0,,,3.25,,,5/18/2000,0,89,Our Lips Are Sealed,5.6,61
0,,,3.09,,,1/24/2003,0,90,The Challenge,5.8,48
0,,,1.35,,,10/19/2012,0,90,Delhi Safari,5.1,6
0,,,0.41,,,3/22/2001,671,88,Yolngu Boy,6,3
0,,,0.09,,,4/17/2015,0,59,The Land of Smiles,8,1
0,,,0.2,,,5/23/2014,0,95,Foodies,5.8,4
0,,,2.03,,,4/30/2014,0,110,24 Days,6.7,25
0,,,0.19,,,10/30/2012,0,51,Ghosts of Ole Miss,7,3
0,,,4.27,,,8/14/2009,0,87,Long Weekend,5.4,38
0,,,0.26,,,9/2/2001,0,108,Hollywood Hong Kong,7.2,6
0,,,4.39,,,9/16/2015,497323,127,Marguerite,6.4,100
0,,,0.73,,,2/22/2013,0,83,Rubberneck,5.5,6
0,,,4.55,,,4/28/2007,0,88,Lake Placid 2,4,22
2500000,,,7.03,,,8/21/2010,0,93,Lake Placid 3,4.2,34
0,,,8.86,,,9/29/2012,0,86,Lake Placid: The Final Chapter,4.2,38
0,,,0,,,5/4/1962,0,100,Getting Away with It the Italian Way,0,0
0,,,0.05,,,8/16/1962,0,97,I due della legione,0,0
0,,,0.42,,,2/28/1963,0,90,The Strange Type,8,1
0,,,1.49,,,8/10/1966,0,92,Massacre Time,5.1,10
0,,,0.53,,,3/16/1972,0,109,The Eroticist,6.2,5
0,,,1.35,,,8/14/1986,0,99,The Devil's Honey,4.5,2
0,,,0.8,,,11/9/1987,0,90,Aenigma,5.3,6
0,,,0.02,,,1/1/1988,0,84,Sodoma's Ghost,3.6,5
0,,,0.01,,,1/1/1984,0,93,Murder-Rock: Dancing Death,6,8
0,,,1.14,,,1/1/1988,0,86,Touch of Death,5.3,8
0,,,2.58,,,8/10/1977,0,95,The Psychic,7.1,34
0,,,0.16,,,4/20/1978,0,100,They Died with Their Boots On,8.5,2
0,,,1.24,,,10/1/1990,0,85,Demonia,4.8,8
0,,,1.31,,,9/7/2014,0,135,Kabukicho Love Hotel,6.4,11
0,,,1.03,,,6/14/2014,0,129,My Man,6.8,5
0,,,0.68,,,9/29/1970,0,72,Night Slaves,6.7,3
0,,,0.6,,,9/25/2014,0,0,La bu,4.8,6
0,,,0.09,,,1/1/2005,0,94,Soldier of God,5,1
0,,,1.23,,,2/6/2015,0,97,Lovemilla,5,1
0,,,0.2,,,7/2/1954,0,124,"Teodora, Slave Empress",5,1
0,,,0.17,,,10/31/1961,0,80,Samson and the Seven Miracles of the World,5.5,1
0,,,0.08,,,4/11/1962,0,91,The Witch's Curse,5,1
0,,,1.01,,,7/4/1969,0,88,Double Face,7,2
0,,,0.49,,,1/21/1948,0,188,Les Misérables,0,0
0,,,0.45,,,4/29/1967,0,85,Django Kills Softly,5,2
0,,,0,,,11/26/1964,0,0,3 Avengers,0,0
0,,,0.25,,,9/4/1958,0,82,The Day the Sky Exploded,4.2,6
0,,,0.89,,,1/1/1961,0,82,Werewolf In A Girls' Dormitory,5,9
0,,,0,,,6/15/1973,0,86,Idaho Transfer,5.3,4
0,,,0.87,,,1/10/2014,0,88,Divorce Corp.,7.9,5
0,,,4.36,,,9/12/2011,0,109,War of the Buttons,5.9,97
0,,,8.03,,,9/20/2011,0,100,War of the Buttons,5.8,119
0,,,0.96,,,4/4/2015,0,85,Killer Crush,4.3,3
0,,,0.4,,,9/2/2015,0,120,Reluctant Witness,6,2
0,,,1,,,3/9/2014,0,80,I Believe in Unicorns,4,4
0,,,0.39,,,11/11/2011,0,105,Letters from the Big Man,7,2
0,,,0.27,,,9/1/2010,0,95,Paul Mcrtney Really Is Dead: The Last Testament of George Harrison,4.7,7
0,,,0.76,,,5/2/1999,0,90,Witch Hunt,2.8,5
0,,,1.3,,,6/11/2013,0,104,Five Thirteen,4.3,4
0,,,0.5,,,8/26/2015,0,103,The Grief of Others,7.2,5
58000,,,0.05,,,7/7/1983,0,42,Huie's Sermon,6,1
0,,,0.01,,,1/1/1989,0,52,Wodaabe: Herdsmen of the Sun,8,5
62500,,,0.8,,,3/9/1985,0,45,The Dark Glow of the Mountain,7.5,6
0,,,3.99,,,5/15/2012,1000000,90,American Warships,2.8,30
0,,,0.52,,,4/5/2014,0,95,Cruel & Unusual,6.4,10
0,,,4.21,,,12/11/2014,0,0,"Il ricco, il povero e il maggiordomo",5.6,178
0,,,0,,,2/13/1989,0,39,Elephant,6.8,18
0,,,0.15,,,10/31/1977,0,74,Halloween with the New Addams Family,5.3,3
0,,,2.34,,,7/7/2008,0,16,Treevenge,7,19
12000000,,,2.16,,,4/2/2015,80000000,90,Wolf Warrior,5.8,29
0,,,1.75,,,6/19/2015,0,71,Rubble Kings,7.1,8
0,,,0.6,,,7/31/1983,0,100,The Seven Magnificent Gladiators,1,1
0,,,0.93,,,8/31/1983,0,89,Women's Prison Massacre,4.1,9
0,,,1.94,,,8/3/1984,0,97,Rats: Night of Terror,5.3,22
0,,,0.52,,,8/26/1987,0,104,Strike Commando,5.6,6
0,,,0.86,,,8/22/1990,0,90,Shocking Dark,5.6,8
0,,,1.01,,,5/5/1995,0,93,Cruel Jaws,3.7,12
0,,,0.13,,,5/1/2007,0,91,Zombies: The Beginning,6,2
0,,,0.16,,,5/20/2004,0,93,Land of Death,6,1
0,,,0.01,,,1/1/1979,0,79,Libidomania,0,0
0,,,0.69,,,1/22/1981,0,88,The Other Hell,3.7,3
0,,,0,,,2/3/1970,0,87,"Armida, the drama of a bride",0,0
0,,,2.88,,,1/1/1981,0,111,ligula and Messalina,2.2,5
35000000,,,7.74,,,11/12/2015,50363790,123,Concussion,7,844
1300000,,,1.35,,,6/16/2015,0,81,The Phoenix Incident,5,23
0,,,0,,,4/18/1991,0,90,Committed,0,0
0,,,0.1,,,7/21/1959,0,0,Der Rest ist Schweigen,5,1
0,,,0.31,,,8/1/1959,0,95,Blind Date,6.6,5
0,,,0.31,,,12/21/1962,0,110,Les quatre vérités,4,1
0,,,0.31,,,6/8/1965,0,94,The Uninhibited,6.5,2
0,,,0.52,,,4/23/1975,0,118,Special Section,5.1,6
0,,,0.01,,,9/6/1971,0,94,To tch a Spy,8,2
0,,,0,,,1/1/1979,0,42,To Russia... With Elton,0,0
0,,,5.74,,,10/9/2015,0,0,The Exorcism of Molly Hartley,4.9,88
0,,,0,,,8/29/1969,0,100,Seven Days Somewhere Else,0,0
0,,,0,,,11/5/1970,0,85,Comrades,0,0
27000000,,,4.77,,,6/19/2014,0,110,United Passions,3,16
0,,,0,,,6/19/1981,0,0,Terror,0,0
0,,,1.11,,,1/27/2011,0,115,Detective K: Secret of the Virtuous Widow,7.3,11
0,,,0.49,,,4/5/2001,0,114,Killer Tattoo,5,2
0,,,0.04,,,4/2/2005,0,124,Yaji and Kita: The Midnight Pilgrims,0,0
0,,,0.01,,,11/1/1995,0,82,Young Policemen in Love,0,0
99000000,,,12.34,,,11/5/2015,246233113,88,The Peanuts Movie,6.5,608
0,,,0.65,,,11/6/2014,0,140,Varsham,6.7,6
0,,,1.13,,,2/4/1991,0,137,Sandesham,8.8,5
0,,,0.5,,,2/2/2014,0,13,Making a Living,5.9,12
0,,,0.43,,,10/17/2014,0,112,The Lies of the Victors,4.6,7
0,,,0.4,,,7/16/1987,0,98,An Autumn's Tale,7.4,9
0,,,0.01,,,8/27/1962,0,80,Just Once More,0,0
0,,,6.35,,,3/30/1999,0,100,Bloodsport: The Dark Kumite,3.9,15
0,,,3.75,,,12/20/1978,0,112,King of the Gypsies,6,4
115000,,,1.24,,,7/31/2012,0,90,The Haunting of Whaley House,3.9,17
