budget,Genre,Language,popularity,release_date,revenue,runtime,title,vote_average,vote_count
13000000,Adventure,English,19.66,1/18/2009,10652035,98,I Love You Phillip Morris,6.4,503
12000000,Drama,Xhosa,6.54,12/15/1981,55260558,100,Quest for Fire,7.1,109
12500000,Action,English,13.35,12/19/2002,23367586,120,Antwone Fisher,6.7,137
12500000,Crime,English,35.27,9/9/1993,12281551,120,True Romance,7.5,749
12500000,Crime,English,13.94,9/15/1992,10725228,100,Glengarry Glen Ross,7.5,323
13000000,Horror,English,11.89,2/19/2010,0,109,The Killer Inside Me,6,173
12500000,Comedy,English,8.78,9/9/2009,27206120,101,Sorority Row,5.4,177
12000000,War,English,15.82,10/12/2007,11293663,106,Lars and the Real Girl,7.1,509
12500000,Drama,English,34.82,5/7/2008,20416563,94,The Boy in the Striped Pyjamas,7.7,1451
12800000,Crime,English,22.02,5/17/2000,40031879,140,Dancer in the Dark,7.6,377
12500000,Comedy,English,2.95,1/26/1996,1227324,99,The Funeral,7.3,31
15000000,Action,English,7.5,9/7/2009,5024782,90,Solitary Man,5.8,84
20000000,Crime,English,26.4,9/1/2010,31327899,105,Machete,6.3,1150
12500000,Animation,English,6.55,9/16/2010,1083683,108,Casino Jack,6,94
12300000,Drama,English,28.67,11/18/1988,84460846,69,The Land Before Time,7,640
12500000,Drama,English,0.9,4/1/2010,3878993,118,The Perfect Game,6.3,30
8000000,Horror,English,47.58,12/26/1973,441306145,122,The Exorcist,7.5,2005
7000000,Comedy,English,50.15,6/18/1975,470654000,124,Jaws,7.5,2542
11000000,Animation,English,60.77,7/9/1999,235483004,95,American Pie,6.4,2296
12516654,Action,French,11.1,12/12/2012,8109160,78,Ernest & Celestine,7.6,142
25000000,Comedy,English,15.26,12/12/1986,79817939,94,The Golden Child,5.6,304
12000000,Comedy,English,6.04,4/16/2012,96070507,122,Think Like a Man,6.9,281
12000000,Action,English,10.3,4/1/2002,75781642,102,Barbershop,6.2,137
12000000,Comedy,English,22.43,6/3/1982,96800000,113,Star Trek II: The Wrath of Khan,7.3,675
15000000,Thriller,English,41.25,2/4/1994,107217396,86,Ace Ventura: Pet Detective,6.4,1648
12000000,Crime,English,23.16,6/3/1983,79567667,114,WarGames,7,504
12000000,Action,English,19.2,2/8/1985,68706993,113,Witness,7,375
12000000,Music,English,21.96,2/24/2012,81272766,110,Act of Valor,6.3,417
12000000,Animation,English,45.48,8/11/2006,114194847,104,Step Up,6.7,1060
12000000,Comedy,English,12.61,12/15/1996,0,81,Beavis and Butt-Head Do America,6.5,168
12000000,Comedy,English,40.63,12/24/1997,39673162,154,Jackie Brown,7.3,1514
12000000,Science,English,26.22,4/25/2008,43493123,107,Harold & Kumar Escape from Guantanamo Bay,6.2,497
15000000,Music,English,64.5,2/1/2012,145000000,84,Chronicle,6.6,1935
12000000,Family,English,3.39,11/18/1983,30400000,132,Yentl,6.2,51
5000000,Action,English,14.78,7/13/1981,42365581,116,Time Bandits,6.6,249
12000000,Comedy,English,6.7,2/15/2002,61141030,93,Crossroads,4.7,158
12000000,Drama,English,49.07,3/1/2012,100000000,88,Project X,6.5,1564
12000000,Horror,English,21.93,1/25/1970,89800000,172,Patton,7.3,323
12000000,Horror,English,20.62,8/21/2002,52223306,96,One Hour Photo,6.6,435
12000000,Drama,English,8.08,10/10/2008,40855419,89,Quarantine,5.5,339
12000000,Comedy,English,11.14,2/1/2008,56309766,98,The Eye,5.5,281
12000000,Comedy,English,4.62,4/7/2004,31179516,97,Johnson Family Vacation,4.7,30
12000000,Drama,English,11.51,12/21/2001,31155435,93,How High,6.3,218
12000000,Documentary,English,18.42,8/29/2002,56298474,123,Frida,7.3,383
12000000,Romance,English,8.41,6/28/2012,32726956,93,Katy Perry: Part of Me,6.5,85
12000000,Drama,English,74.36,5/16/2014,307166834,125,The Fault in Our Stars,7.6,3759
12000000,Horror,English,18.42,9/11/1998,22921898,121,Rounders,6.9,439
12000000,Horror,English,8.62,1/1/1979,54000000,102,Prophecy,5.4,25
12000000,Drama,English,6.04,9/10/1999,21133087,99,Stir of Echoes,6.5,330
12000000,Fantasy,English,29.02,11/1/2013,100129872,98,Philomena,7.4,579
12000000,Drama,English,16.93,3/3/2006,23006849,104,Aquamarine,5.8,364
12000000,Drama,English,64.61,6/18/2015,85512300,109,Paper Towns,6.1,1937
12000000,Comedy,English,29.22,9/21/2013,17654912,115,Nebraska,7.4,636
12000000,Comedy,English,1.08,10/5/2001,17292381,86,Max Keeble's Big Move,5.4,33
12000000,Action,English,16.18,12/16/2011,22939027,94,Young Adult,5.6,364
12000000,Comedy,English,47.99,8/31/2006,42931041,88,Crank,6.6,1151
12000000,Romance,English,0.7,10/30/1998,12902790,100,Living Out Loud,5.3,11
12000000,Action,English,6.8,3/20/1981,0,122,The Postman Always Rings Twice,6.4,110
14000000,Comedy,German,26.97,9/16/1981,85000000,149,Das Boot,7.9,613
12000000,Drama,English,3.44,3/22/2002,0,93,Sorority Boys,4.6,47
12000000,Science,English,16.41,9/14/2012,35485056,100,Arbitrage,6.1,294
12000000,Drama,English,32.94,1/30/2015,32248241,106,Project Almanac,6.4,933
12000000,Action,English,13.43,12/5/2008,0,109,Cadillac Records,6.9,86
8000000,Comedy,English,8.71,9/30/1992,6739141,95,Fortress,5.7,168
12000000,Drama,English,4.33,11/22/2006,5542025,86,For Your Consideration,5.9,43
12000000,Comedy,English,4.77,10/27/2006,6754898,116,Running with Scissors,5.8,78
12000000,Comedy,English,1.62,6/20/2003,4922166,90,From Justin to Kelly,3,23
12000000,Mystery,English,2.99,3/22/1996,4939939,108,Girl 6,5.7,16
12000000,Drama,English,10.54,9/9/2003,23,119,In the Cut,4.6,89
12000000,Horror,English,8.29,11/19/2008,3148182,110,Two Lovers,6.6,154
11000000,Comedy,Korean,27.66,7/27/2006,88489643,119,The Host,6.7,537
12000000,Comedy,English,9.16,3/16/1999,0,100,Ravenous,6.9,141
12000000,Comedy,English,9.78,2/22/2008,0,97,Charlie Bartlett,6.5,225
12400000,Drama,Italian,32.52,5/21/2013,8371085,142,The Great Beauty,7.3,720
12000000,Fantasy,English,27.32,2/28/2013,12077441,99,Stoker,6.5,882
12000000,Crime,Chinese,12.66,5/20/2004,19271312,129,2046,6.9,206
12000000,Adventure,English,3,9/12/2007,0,90,Married Life,6.1,38
12000000,Drama,English,4.8,4/22/2005,0,100,Duma,6.9,41
12000000,Crime,English,5.84,9/14/2009,1644755,111,Ondine,6.5,84
12000000,Thriller,Japanese,5.33,9/9/2000,15250000,114,Brother,6.8,107
8000000,Drama,English,9.73,9/8/2007,0,90,The Life Before Her Eyes,6.1,88
12000000,Comedy,English,11.24,1/23/2007,0,120,Trade,6.8,67
12000000,Thriller,English,2.7,2/13/1999,0,110,Breakfast of Champions,5.2,28
7500000,Drama,English,11.64,10/1/2002,0,95,Cypher,6.7,192
12000000,Animation,Chinese,4.79,4/22/2009,10652498,132,City of Life and Death,7.6,55
19000000,Science,Chinese,0.74,1/1/2011,2570000,89,Legend of a Rabbit,3,3
12000000,War,Japanese,5.16,12/1/2010,11212294,131,Space Battleship Yamato,6.3,59
20000000,Horror,English,5.73,4/14/2011,17479,113,5 Days of War,5.8,62
12000000,Drama,English,25.5,10/16/2009,0,99,Triangle,6.9,612
12000000,Thriller,English,11.15,4/16/2014,101332962,99,Heaven is for Real,6,229
10000000,Drama,English,53.6,9/1/2000,83557872,103,Snatch,7.7,2912
11500000,Drama,English,20.75,4/21/1989,57469467,103,Pet Sematary,6.4,407
11500000,Fantasy,English,4.76,2/7/2009,0,101,The Cry of the Owl,5.5,29
11000000,Adventure,English,45.07,6/7/1984,153083102,106,Gremlins,6.9,1596
11000000,Comedy,English,126.39,5/25/1977,775398007,121,Star Wars,8.1,6624
11500000,Drama,English,56.81,1/21/2016,94073028,102,Dirty Grandpa,5.7,1406
11000000,Drama,English,12.85,12/22/1965,111858363,197,Doctor Zhivago,7.4,247
25000000,Action,English,31.02,12/17/2010,93617009,116,The Fighter,7.2,1486
11000000,Comedy,English,11.23,9/22/2006,72778712,95,Jackass Number Two,6.4,298
11000000,Drama,English,19.23,3/13/1992,64088552,120,My Cousin Vinny,7.3,384
11000000,Action,English,31.16,8/21/2014,78874843,106,If I Stay,7.3,1368
12000000,Comedy,English,3.94,5/26/2014,0,96,Drive Hard,3.9,74
11000000,Thriller,English,7.56,2/16/1989,49797148,107,Major League,6.6,217
13000000,Drama,English,38.02,9/9/2002,97837138,81,Phone Booth,6.7,1062
11000000,Drama,English,33.28,1/25/2002,41227069,101,A Walk to Remember,7.5,1018
11000000,Drama,English,15.86,12/29/1995,39363635,122,Dead Man Walking,7.3,337
10500000,Horror,English,23.45,3/5/1999,75902208,97,Cruel Intentions,6.6,827
11000000,Comedy,English,31.9,10/22/2009,68233629,90,Saw VI,6,722
11000000,Adventure,English,14.28,6/12/1981,31672907,92,History of the World: Part I,6.5,204
11000000,Action,English,7.65,9/17/2008,38105395,114,The Secret Life of Bees,7.4,158
11000000,Drama,English,3.5,10/12/2001,23978402,86,Corky Romano,4.1,54
12000000,Science,English,7.56,8/7/1992,37170057,91,Raising Cain,5.9,65
12000000,Drama,English,4.23,1/1/1986,4884663,100,Invaders from Mars,5.5,57
11000000,Drama,English,39.34,10/20/2015,62076141,111,Brooklyn,7.2,1213
11000000,Comedy,English,29.54,12/18/1975,20000000,184,Barry Lyndon,7.7,505
24000000,Comedy,English,4.12,11/21/2001,14782676,89,Out Cold,5.8,53
24000000,Drama,English,2.26,10/13/2000,13700000,84,The Ladies Man,5.7,34
11000000,Comedy,English,7.72,9/8/2012,59520298,98,Quartet,6.3,139
11000000,Drama,English,7.06,3/30/2001,23430766,95,Tomcats,4.9,74
11000000,Drama,English,16,11/17/2001,13110448,100,Frailty,7,334
11000000,Fantasy,English,21.2,4/10/2015,61619773,120,Woman in Gold,7.3,440
11000000,Comedy,English,33.76,10/9/1992,0,81,Army of Darkness,7.3,838
14000000,Romance,English,9.37,2/1/2002,6413915,86,Slackers,5.4,60
11000000,Drama,English,33.28,12/17/1993,30000000,118,What's Eating Gilbert Grape,7.5,919
10000000,Crime,English,3.21,9/11/2003,4069090,125,The Visual Bible: The Gospel of John,8.2,12
11000000,Comedy,English,4.13,10/22/2004,0,125,Vera Drake,6.8,80
11000000,Drama,English,1.19,5/12/1995,2832826,113,The Perez Family,6.6,9
11000000,Drama,English,36.32,10/6/2013,32935319,105,Inside Llewyn Davis,7.2,834
11000000,Drama,English,9.71,8/2/1991,2807854,98,Return to the Blue Lagoon,5.1,153
11000000,Drama,English,1.4,1/27/1970,2200000,124,The Molly Maguires,5.9,16
11000000,Horror,English,5.06,9/10/2006,0,104,Copying Beethoven,6.2,42
10800000,Drama,English,32.94,10/23/2008,113857533,92,Saw V,5.9,820
11000000,Drama,English,31.76,2/10/2012,0,97,LOL,5.9,881
7400000,Drama,Hindi,3.25,8/11/2006,17000000,193,Kabhi Alvida Naa Kehna,6.1,42
14000000,Science,English,4.52,4/15/1999,18535191,97,An Ideal Husband,6.3,46
10500000,Science,English,86.2,4/10/1968,68700000,149,2001: A Space Odyssey,7.9,2998
10500000,Romance,English,56.11,4/3/1982,792910554,115,E.T. the Extra-Terrestrial,7.3,3269
10000000,Drama,English,12.79,4/16/2007,17500000,97,In the Land of Women,5.8,160
10500000,Drama,English,0.04,9/2/1994,123509,99,There Goes My Baby,8.5,2
11000000,History,English,3.65,5/17/2007,0,110,September Dawn,5,16
12000000,Comedy,English,5.76,6/1/2012,9622846,145,For Greater Glory - The True Story of Cristiada,6.4,35
11000000,Drama,French,25.3,12/17/2014,0,105,The Bélier Family,7,766
10000000,Drama,English,43.73,12/5/1997,225933435,126,Good Will Hunting,7.9,2811
11000000,Horror,English,10.02,2/5/2016,0,106,Misconduct,5.3,149
10000000,Action,English,33.12,10/27/2006,163876815,108,Saw III,6.1,1071
10000000,Comedy,English,10.89,6/25/1981,85300000,106,Stripes,6.5,249
28000000,Action,English,14.75,8/25/2000,90449929,98,Bring It On,5.8,568
10000000,Comedy,English,53.73,6/29/2016,118587880,105,The Purge: Election Year,6.1,1306
10000000,Horror,English,8.99,1/29/1999,103166989,95,She's All That,5.7,418
10000000,Drama,English,29.24,10/25/2007,139352633,93,Saw IV,5.9,903
10000000,Drama,English,14.45,1/7/2005,91196419,101,White Noise,5.6,261
6000000,Drama,English,5.88,2/24/2006,57231524,110,Madea's Family Reunion,6,77
13800000,Action,English,17.34,10/7/1986,52293982,119,The Color of Money,6.7,291
10000000,Comedy,English,19.52,9/25/1962,50100000,178,The Longest Day,7.2,234
10000000,Horror,English,8.93,10/1/1992,50752337,101,The Mighty Ducks,6.4,198
10000000,Comedy,English,35.7,10/22/2004,183474602,92,The Grudge,5.8,865
12000000,Horror,English,26.6,2/16/1996,41205099,92,Happy Gilmore,6.5,755
10000000,Adventure,English,23.32,7/1/2001,59217789,90,Jeepers Creepers,6.1,720
10000000,Drama,English,25.93,2/17/1989,40485039,90,Bill & Ted's Excellent Adventure,6.7,454
10000000,Drama,English,8.31,9/26/1968,37402877,153,Oliver!,7,103
10000000,Science,English,21.26,11/28/2011,136836156,124,The Best Exotic Marigold Hotel,6.9,459
10000000,Action,English,5.7,1/27/2001,44460850,83,Recess: School's Out,6.6,67
12305523,Action,English,36.58,6/29/1985,36230219,107,Mad Max Beyond Thunderdome,5.9,748
10000000,Horror,English,34.22,10/3/1985,57500000,90,Commando,6.4,742
10000000,Horror,English,38.18,1/22/2016,64188367,97,The Boy,5.8,1102
10000000,Comedy,English,30.93,1/13/2010,33583175,80,Devil,5.8,816
20000000,Drama,English,7.5,11/22/2002,33526835,85,Friday After Next,6,100
10000000,Action,English,45.95,6/4/2015,104303851,97,Insidious: Chapter 3,6.2,983
10000000,Horror,English,4.93,3/22/1985,25754284,108,The Last Dragon,6.4,69
10000000,Comedy,English,10.13,3/5/1992,32101000,108,The Lawnmower Man,5.4,197
9000000,Fantasy,English,20.45,10/3/2008,32973937,89,Nick and Norah's Infinite Playlist,6.4,379
10000000,Comedy,English,14.54,11/12/1999,30652890,130,Dogma,6.8,823
10000000,Drama,English,6.02,9/20/2002,0,98,The Banger Sisters,5.5,62
10000000,Action,English,12.9,6/24/1983,29450919,101,Twilight Zone: The Movie,6.2,161
15000000,Action,English,6.22,5/19/1989,30050028,114,Road House,6.3,252
10000000,Drama,English,3.29,11/23/1994,29392418,100,A Low Down Dirty Shame,6,31
8500000,Comedy,English,4.84,9/6/2002,34411240,84,Swimfan,5,70
12000000,Comedy,English,9.56,10/6/2006,38368909,103,Employee of the Month,5.3,153
10000000,Crime,English,11.35,6/12/1998,25605015,100,Can't Hardly Wait,6.1,122
10000000,Adventure,English,13.46,3/25/1983,33697647,91,The Outsiders,6.9,291
65000000,Horror,English,31.97,8/10/2016,143695338,102,Pete's Dragon,6.2,679
10000000,Horror,English,16.79,10/21/1983,20766616,103,The Dead Zone,6.9,311
10000000,Drama,English,26.09,8/19/2015,52882018,97,Sinister 2,5.4,581
14000000,Mystery,English,2.7,8/17/2012,24637469,116,Sparkle,5.8,36
10000000,Drama,English,22.89,11/6/2009,42333295,98,The Fourth Kind,5.8,441
10000000,Comedy,English,5.03,6/9/2006,0,105,A Prairie Home Companion,6.4,81
9000000,Science,English,18.29,9/17/1998,17096053,93,Rushmore,7.5,676
10000000,Drama,English,26.27,11/11/2010,66821036,100,Skyline,4.7,507
10000000,Drama,English,17.59,2/26/2015,85978266,122,The Second Best Exotic Marigold Hotel,6.3,272
10000000,Action,English,3.08,8/3/1990,16153593,129,Mo' Better Blues,6.3,47
11000000,Horror,English,32.58,1/19/1990,48572000,96,Tremors,6.6,864
12600000,Western,English,33.56,5/30/2003,28650575,84,Wrong Turn,6,635
10000000,Action,English,2.96,5/12/1980,15795189,99,The Long Riders,6.6,50
25000000,Drama,English,4.07,3/12/1999,15156200,110,The Corruptor,6,57
10000000,Action,English,17.66,5/1/2013,21587700,130,Mud,7,1068
10000000,Documentary,English,4.21,2/23/2007,20342161,84,Reno 911!: Miami,5.6,72
10000000,Comedy,English,7.94,8/28/2013,0,92,One Direction: This Is Us,8,201
10000000,Drama,English,3.35,8/14/2009,0,90,"The Goods: Live Hard, Sell Hard",5.4,58
6400000,Action,English,21.01,10/17/2011,35057696,99,My Week with Marilyn,6.6,406
10000000,Comedy,English,5.65,5/12/2005,17297244,96,The Matador,6.2,136
10000000,Thriller,English,1,3/14/1997,0,104,Love Jones,8.1,12
5000000,Comedy,English,27.25,7/30/2015,58978653,108,The Gift,6.7,1049
10000000,Comedy,English,11.59,3/8/2001,0,87,Get Over It,5.5,75
10000000,Comedy,English,18.37,2/19/1999,12827813,89,Office Space,7.4,1050
10000000,Drama,English,6.74,7/23/1999,10571408,98,Drop Dead Gorgeous,6.4,86
10000000,Comedy,English,28.57,12/24/2014,28883511,105,Big Eyes,6.8,1196
30000000,Crime,English,5.67,9/11/1998,9898412,100,Very Bad Things,6.2,179
10000000,Action,English,9.53,10/25/1984,8801940,114,Body Double,6.4,137
10000000,Comedy,English,14.04,5/21/2010,6110000,90,MacGruber,5.1,179
6000000,Comedy,English,35.35,1/1/2013,32438988,90,Movie 43,4.4,797
10000000,Comedy,English,12.07,2/1/2008,0,95,Over Her Dead Body,5.3,145
10000000,Drama,English,30.86,6/22/2012,9636289,101,Seeking a Friend for the End of the World,6.3,700
20000000,Animation,English,73.57,10/30/1998,23875127,119,American History X,8.2,3016
10000000,Drama,English,1.37,1/16/2004,0,74,Teacher's Pet,5.5,2
18000000,Drama,English,6.19,9/10/1998,9495408,131,The Red Violin,7.3,99
10000000,Comedy,English,15.28,10/15/1999,0,112,The Straight Story,7.7,306
9500000,Comedy,English,14.11,9/6/2013,7800000,88,Bad Words,6.4,334
10000000,Comedy,English,14.91,9/6/2007,33000000,100,"Run, Fatboy, Run",6.2,238
10000000,Drama,English,0.52,12/18/1981,2154696,79,Heartbeeps,3.8,6
9000000,Adventure,English,12.17,9/6/2014,21571189,121,Black or White,6.5,115
10000000,Comedy,English,17.08,9/9/2006,7177143,126,Rescue Dawn,6.9,336
10000000,Drama,English,16.32,3/19/2015,10835752,107,Danny Collins,6.6,183
10000000,Action,English,10.41,9/13/2011,4417580,83,"Jeff, Who Lives at Home",6.1,217
11500000,Action,English,4.85,9/13/1993,3275585,100,Romeo Is Bleeding,5.7,36
10000000,Drama,English,8.9,5/15/1999,3193102,89,The Limey,6.6,105
6500000,Drama,English,28.22,1/13/2004,98410061,112,Crash,7.2,1149
10000000,Comedy,English,3.01,9/23/2000,5164404,140,The House of Mirth,6.4,25
10000000,Horror,English,3.92,9/9/2011,0,97,Bucky Larson: Born to Be a Star,4.4,51
10000000,Adventure,English,19.87,1/7/2016,40055439,95,The Forest,4.8,448
14000000,Comedy,English,0.31,2/11/1981,439564,118,Sphinx,6,2
10000000,Drama,English,19.26,4/3/2015,7587485,97,While We're Young,5.8,383
10000000,Action,English,4.12,6/24/2011,1759252,98,A Better Life,7,54
10000000,Thriller,English,3.99,2/4/2000,1631839,101,Gun Shy,5.4,24
20000000,Thriller,English,19.49,9/1/2012,1969193,105,The Iceman,6.4,365
10000000,Crime,English,4.18,5/17/2000,0,87,Cecil B. Demented,6.2,51
10000000,Comedy,English,16.44,9/10/2011,3665069,102,Killer Joe,6.5,425
10000000,Drama,English,14.98,9/13/2009,7022728,96,The Joneses,6.1,210
10000000,Comedy,English,10.73,5/16/2007,21786738,111,My Blueberry Nights,6,190
10000000,Action,English,4.57,10/11/2002,598645,89,Swept Away,4.8,50
5000000,Drama,English,6.27,4/28/2008,1296184,106,"War, Inc.",5.6,86
10000000,Drama,English,3.41,8/27/2004,0,93,The Brown Bunny,5.5,62
7700000,Comedy,English,7.55,2/14/2011,1072602,123,Coriolanus,5.9,131
10000000,Comedy,English,2.85,9/14/2004,0,111,Imaginary Heroes,6.3,29
10000000,Drama,English,9.81,8/20/2009,295750,99,World's Greatest Dad,6.5,177
10000000,War,English,2.8,8/31/2005,0,82,Edmond,6,50
10000000,Comedy,Spanish,0.07,5/3/2013,0,125,Cinco de Mayo: La Batalla,5.8,14
10000000,Comedy,English,2.85,3/7/2014,0,104,Elsa & Fred,6.2,31
10000000,Drama,English,0.67,2/20/1998,45779,86,"An Alan Smithee Film: Burn, Hollywood, Burn",3,9
10000000,Comedy,English,5.15,7/1/2015,17472,111,Strangerland,5.1,83
10000000,Comedy,English,1.73,10/16/2009,9069,85,Janky Promoters,7,5
10000000,Crime,English,3.06,12/21/2007,0,93,Blonde Ambition,3.9,29
14100000,Music,English,9.32,1/18/2008,0,107,The Oxford Murders,5.7,188
10000000,Drama,English,2.87,6/10/2011,0,91,Beat the World,4.3,16
10000000,Action,English,2.57,8/8/2008,0,106,Adam Resurrected,6.4,22
10000000,Action,English,5.1,5/26/2009,0,90,The Devil's Tomb,4,53
10000000,Drama,Korean,11.85,7/16/2008,0,130,"The Good, The Bad, The Weird",7.1,193
10000000,Comedy,English,3.75,4/30/2010,0,89,Gunless,6.7,27
9500000,Drama,English,19.98,4/3/2009,17164377,107,Adventureland,6.4,737
9600000,Comedy,English,3.59,9/3/2005,4386236,144,The Lost City,6,24
11000000,Action,English,9.34,1/12/2000,59827328,98,Next Friday,6.4,135
10000000,Action,English,11.43,9/11/2014,0,94,American Heist,4.3,158
9500000,Drama,English,28.68,6/12/1967,111584787,117,You Only Live Twice,6.5,531
8900000,Horror,French,17.15,7/1/2012,19839492,127,Amour,7.5,400
10500000,Horror,English,11.23,6/10/1988,14144000,98,Poltergeist III,4.5,123
9500000,Action,English,5.35,10/16/2015,0,87,Re-Kill,4.9,34
9400000,Comedy,English,14.56,11/7/1963,60000000,163,"It's a Mad, Mad, Mad, Mad World",7,140
12899867,Animation,Spanish,19.75,3/16/2006,85582407,121,Volver,7.3,406
9300000,Action,English,12.93,8/7/1981,0,90,Heavy Metal,6.2,148
10000000,Action,English,3.19,9/30/2009,0,89,Gentlemen Broncos,6.2,51
10000000,Drama,English,10.07,2/27/2015,0,94,Into the Grizzly Maze,5.1,74
7400000,Horror,Danish,36.17,5/26/2011,21817298,136,Melancholia,7,885
11000000,Drama,English,94.18,5/25/1979,104931801,117,Alien,7.9,4470
10000000,Drama,English,17.61,3/19/2010,2995811,106,The Runaways,6.3,254
9000000,Adventure,English,7.62,11/3/1971,83304330,181,Fiddler on the Roof,7.4,134
5500000,Horror,English,31.04,12/16/1965,141195658,130,Thunderball,6.5,562
10000000,Comedy,English,10.42,3/16/2011,0,93,Detention,5.7,129
7000000,Drama,Italian,7.72,2/12/2010,8220215,110,Loose Cannons,7,118
9000000,Drama,English,6.72,11/6/1996,41590886,118,Set It Off,6.9,66
9000000,Horror,English,3.95,10/22/1999,34573780,120,The Best Man,6.8,38
9000000,Documentary,English,27.6,11/8/1988,44196684,87,Child's Play,6.3,581
9000000,Horror,English,14.1,5/18/2007,24538513,123,Sicko,7.3,235
9000000,Comedy,English,82.98,7/17/2014,108782847,104,The Purge: Anarchy,6.6,1954
9000000,Comedy,English,3.27,1/21/2000,0,91,Down to You,4.9,70
9000000,Drama,English,18.51,5/30/2004,23936908,88,Harold & Kumar Go to White Castle,6.6,693
9000000,Crime,English,7.03,10/13/2000,0,126,The Contender,6.7,60
26000000,Comedy,English,11.23,2/18/2000,28780255,118,Boiler Room,6.5,201
40600000,Horror,English,34.02,6/7/1983,90400000,116,Trading Places,7.1,738
9000000,War,English,4.13,12/25/2006,21510851,84,Black Christmas,4.8,119
9000000,Action,English,4.64,10/5/1989,0,137,Henry V,7.4,71
8500000,Comedy,English,8.78,9/8/2000,19125401,119,The Way of the Gun,6.4,100
9000000,Comedy,English,2.06,9/13/2002,4777465,97,Igby Goes Down,6.5,95
9000000,Action,English,8.74,4/29/1994,4350774,79,PCU,6,41
9000000,Drama,English,3.81,3/16/1984,0,91,The Ice Pirates,5.7,49
9000000,Comedy,English,2.37,6/1/2007,2955039,97,Gracie,6,17
9000000,Documentary,English,5.25,9/1/2005,0,103,Trust the Man,5.5,29
9000000,Horror,English,9.93,8/11/2011,18663238,84,Glee: The Concert Movie,6.8,79
9000000,Comedy,English,8.22,1/25/1990,0,120,Two Evil Eyes,6,35
6000000,Comedy,French,5.12,4/30/2014,14348529,98,Barbecue,5.8,214
9000000,Drama,English,2.87,5/17/2002,0,128,All or Nothing,7,33
9000000,Drama,English,0.72,5/14/2010,771499,130,Princess Kaiulani,4.8,14
5000000,Crime,English,1.46,11/22/2006,140666,86,Opal Dream,6.1,7
6500000,Comedy,Danish,7.03,3/25/2008,0,130,Flame & Citron,6.8,68
9000000,Drama,English,2.01,8/26/2005,1046166,97,Undiscovered,4.5,12
9000000,Adventure,English,4.8,5/16/2009,0,103,Veronika Decides to Die,5.8,75
5000000,Thriller,English,16.07,9/26/1986,328203506,97,Crocodile Dundee,6.3,503
8800000,Drama,English,3.79,1/15/2004,0,90,The I Inside,5.9,62
7347125,Thriller,English,3.95,4/15/2010,0,122,Beneath Hill 60,7.3,40
86000000,Thriller,English,18.17,11/28/2007,14373825,84,Awake,6.3,395
9000000,Horror,English,6.68,11/7/2014,0,96,Skin Trade,5.6,61
8500000,Drama,English,24.75,7/31/1987,32222567,97,The Lost Boys,6.8,538
7000000,Drama,English,17.7,12/16/2009,39462438,112,Crazy Heart,6.8,274
9250000,Comedy,English,7,11/7/1979,29174648,125,The Rose,6.8,28
8500000,Science,English,11.44,9/27/2013,22456509,96,Baggage Claim,5.6,85
9000000,Drama,English,14.17,10/10/1968,2500000,98,Barbarella,5.7,146
12000000,Romance,English,3.6,9/2/2006,20138836,122,The Namesake,6.8,50
8500000,Drama,English,40.29,2/20/2015,43528634,100,The DUFF,6.8,1322
22000000,Action,English,3.81,9/21/2001,5271666,104,Glitter,3.4,38
8000000,Drama,Korean,2.61,12/24/2003,0,135,Silmido,6.6,28
8500000,Drama,English,9.23,11/5/2009,4440055,119,Bright Star,6.8,107
12000000,Action,English,14.72,2/12/2010,42345360,145,My Name Is Khan,7.7,232
9000000,Adventure,English,28.54,10/18/2013,6108720,106,All Is Lost,6.6,671
8000000,Drama,English,0.03,6/4/1999,1997807,126,Limbo,7,17
6500000,Romance,English,6.79,5/18/2006,22889018,124,The Wind That Shakes the Barley,7.1,154
7700000,Drama,Hindi,3.35,5/31/2013,46000000,159,Yeh Jawaani Hai Deewani,7.2,79
8250000,Adventure,English,7.97,11/8/1951,30000000,171,Quo Vadis,7,63
10000000,Thriller,Turkish,1.47,2/3/2006,0,122,Valley of the Wolves: Iraq,4.3,7
8000000,Crime,English,121.46,10/8/1994,213928762,154,Pulp Fiction,8.3,8428
8500000,Comedy,English,89.1,10/23/2014,38697217,117,Nightcrawler,7.6,3395
8500000,Drama,English,2.62,2/27/2004,5001655,104,Club Dread,5.1,107
8200000,Comedy,English,37.96,3/2/1965,286214286,174,The Sound of Music,7.4,941
8000000,Comedy,English,21.74,3/9/1984,69821334,111,Splash,6.1,321
8000000,Crime,English,14.79,7/26/2006,100523181,102,Little Miss Sunshine,7.5,1686
8000000,Horror,English,51.11,8/22/1986,52287414,89,Stand by Me,7.8,1522
5000000,Crime,English,45.49,10/31/2002,82719885,113,28 Days Later,7.1,1777
8000000,Comedy,English,26.36,6/22/1979,43000000,111,Escape from Alcatraz,7.2,561
8000000,Comedy,English,3.5,10/5/2002,27362712,109,Brown Sugar,7,31
8000000,Comedy,English,33.37,9/30/2011,39187783,100,50/50,7,1261
8000000,Drama,English,37.82,1/29/2014,26049082,94,That Awkward Moment,6.1,1004
8000000,Adventure,English,10.19,5/7/1993,0,111,Much Ado About Nothing,7.2,189
6500000,Horror,English,25.29,12/12/1969,81974493,142,On Her Majesty's Secret Service,6.5,456
14000000,Drama,English,14.73,10/13/1994,18090181,112,New Nightmare,6.4,291
